no,status,first_shown,shown_count,id,name_ja,name_en,domain,domain_top,difficulty,thinkers,related,summary,seed,Obsidian
216,未出,,0,care_ethics,ケアの倫理,Ethics of Care,倫理学,倫理学,2,キャロル・ギリガン; ネル・ノディングス; ジョアン・トロント,responsibility_for_other; levinas; i_thou; maintenance_studies; active_listening,正義や権利を軸にした倫理に対し、具体的な他者への応答…,正義や権利を軸にした倫理に対し、具体的な他者への応答と関係の維持を 倫理の中心に据える立場。トロントは「関心を向ける／引き受ける／ ケアを行う／受け取る」の 4 局面を示した。成果が「何も起こらなかったこと」 として現れるため測定にも評価にも乗りにくい、という構造的な問題を抱える。,
217,未出,,0,attention_as_love,注意＝愛,Attention as Love,倫理学・現象学,倫理学,2,シモーヌ・ヴェイユ; アイリス・マードック,active_listening; silence_in_dialogue; i_thou; empathic_understanding; mindfulness,「注意とは、自我を空にして他者をあるがままに受け取る…,「注意とは、自我を空にして他者をあるがままに受け取ること」。 ヴェイユは注意を単なる集中力ではなく、隣人愛の実質そのものと捉えた。 「不幸な人に注意を向けられる能力は、きわめて稀で困難なものだ」。 注意経済の時代に、注意を資源ではなく倫理として読み直す視座を与える。 傾聴の理論的支柱としてディープリスニング経営に直結する。,
218,未出,,0,intangible_heritage,無形文化遺産,Intangible Cultural Heritage,文化人類学,文化人類学,2,ユネスコ; バーバラ・キルシェンブラット＝ギンブレット,mcdonaldization; tacit_knowledge; teire; ethnography; knowledge_transfer,技能・慣習・口承といった形を持たない文化を保護対象と…,技能・慣習・口承といった形を持たない文化を保護対象とする枠組み。 だが「何を守るのか」——産品の味か、技術か、師弟の社会的紐帯か、 それを支える生態系全体か——の定義次第で含意が正反対になる。制度に 固定することが、伝承を支えていた関係と相互修正から知を切り離す 逆説を抱える。W14 の中心的な問い。,
219,未出,,0,gift_economy,贈与論,The Gift / Gift Economy,文化人類学,文化人類学,1,マルセル・モース; ブロニスワフ・マリノフスキー; デヴィッド・グレーバー,levi_strauss; tragedy_of_commons; care_ethics; i_thou; transaction_cost,与える・受け取る・返すの三つの義務が社会を編み上げる…,与える・受け取る・返すの三つの義務が社会を編み上げるという見方。 モースはポトラッチやクラ交易を分析し、贈り物が純粋な無償ではなく、 返礼の義務を通じて関係を持続させる装置だと示した。等価交換で完結する 市場取引と違い、贈与は負債という形で時間の中に関係を残す。,
220,未出,,0,rite_of_passage,通過儀礼,Rite of Passage,文化人類学,文化人類学,1,アルノルト・ファン・ヘネップ; ヴィクター・ターナー,educational_anthropology; legitimate_peripheral_participation; levi_strauss; ma; career_anchor,分離・過渡・再統合の三段階を経て、人が社会的な位置を…,分離・過渡・再統合の三段階を経て、人が社会的な位置を移る儀礼。 ターナーは中間の過渡期を「リミナリティ」と呼び、それ以前でも以後でも ない宙吊りの状態に、通常の秩序が緩んで新しいものが生まれる余地を見た。 入社や昇進、事業承継を「手続き」ではなく移行として設計する視点を与える。,
221,未出,,0,mono_no_aware,もののあはれ,Mono no Aware,日本美学・国学,日本美学,2,本居宣長,ma,事物に触れて生じる、しみじみとした情趣,事物に触れて生じる、しみじみとした情趣。 儚さや無常への共感的な情感。 日本古典文学の美的中核。,
222,未出,,0,wabi_sabi,わび・さび,Wabi-sabi,日本美学,日本美学,2,千利休; 松尾芭蕉,mono_no_aware; ma; yanagi_soetsu,不完全さ・侘しさ・古さの中に美を見出す日本的感性,不完全さ・侘しさ・古さの中に美を見出す日本的感性。 千利休が茶の湯で結晶化、松尾芭蕉が俳諧で深化させた。 完璧・新しさを尊ぶ西洋美学への対抗軸として世界に知られる。,
223,未出,,0,public_sphere,公共圏,Public Sphere / Öffentlichkeit,社会哲学,社会哲学,2,ユルゲン・ハーバーマス; ハンナ・アーレント; ナンシー・フレイザー,arendt; communicative_competence; echo_chamber; panopticon; marx,私的でも国家的でもない、市民が理性的な討議によって世…,私的でも国家的でもない、市民が理性的な討議によって世論を形成する空間。 ハーバーマスは 18 世紀のコーヒーハウスや新聞にその成立を見た。参加の 平等と論拠だけによる説得を条件とするが、現実には誰が入れて誰が 入れないかが常に問題になる。アルゴリズムが可視性を配分する時代に、 条件そのものが問い直されている。,
224,未出,,0,alienation,疎外,Alienation,社会哲学,社会哲学,2,カール・マルクス; ゲオルク・ヴィルヘルム・フリードリヒ・ヘーゲル,marx; hegel; positive_violence; instrumental_reason; habitus,自分が生み出したものが自分から離れ、よそよそしい力と…,自分が生み出したものが自分から離れ、よそよそしい力として立ち現れること。 マルクスは労働において、生産物・労働過程・類的存在・他者の四つの水準で これが起きるとした。ハンの自己搾取論は、疎外の担い手が資本家から 自分自身へ移った形態と読める。誰にも強制されていないのに疲れる、という 現代的な症状を古典的な枠で捉え直す補助線。,
225,未出,,0,instrumental_reason,道具的理性,Instrumental Reason,社会哲学,社会哲学,2,マックス・ホルクハイマー; テオドール・アドルノ; マックス・ヴェーバー,quantification; goodharts_law; mcdonaldization; device_paradigm; marx; foucault,目的の是非は問わず、手段の効率だけを計算する理性のあり方,目的の是非は問わず、手段の効率だけを計算する理性のあり方。 ホルクハイマーとアドルノは『啓蒙の弁証法』で、自然を支配するために 生まれた理性が人間自身をも対象化していく過程を描いた。「何のために」を 問わないまま「どうやって」だけが洗練されていく構造は、指標の最適化が 目的を侵食する現代の問題と地続きである。,
226,未出,,0,transaction_cost,取引コスト,Transaction Cost,経済学,経済学,1,ロナルド・コース; オリバー・ウィリアムソン,drucker; human_capital; gift_economy; organizational_learning; ambidexterity,探索・交渉・監視といった、取引そのものに付随する費用,探索・交渉・監視といった、取引そのものに付随する費用。コースは 「なぜ企業が存在するのか」をこの概念で説明した——市場で都度取引するより 組織内に抱えた方が安いとき、企業の境界が引かれる。何を内製し何を外に 出すか、どこまでを一つの組織とするかという判断の理論的な背骨。,
227,未出,,0,wittgenstein,ウィトゲンシュタイン,Wittgenstein,言語哲学,言語哲学,3,ウィトゲンシュタイン,language_game; linguistic_relativity; quine,前期『論理哲学論考』で語りえぬものを示し、後期『哲学…,前期『論理哲学論考』で語りえぬものを示し、後期『哲学探究』 で言語ゲーム論に転じた。20 世紀分析哲学の方向を二度 規定した稀有な哲学者。,
228,未出,,0,untranslatability,翻訳不可能性,Untranslatability,言語哲学,言語哲学,2,バーバラ・カッサン; ヴァルター・ベンヤミン; 九鬼周造,linguistic_relativity; kuki_shuzo; differance; gadamer; hermeneutic_dialogue; freundlichkeit; tacit_knowledge; mono_no_aware,ある語が別の言語に移し替えられないこと,ある語が別の言語に移し替えられないこと。ただしカッサンが 『ヨーロッパ哲学語彙集』で強調したのは「訳せない」ではなく 「訳し続けるしかない」——翻訳不可能とは、翻訳をやめさせるものではなく、 やり直しを終わらせないものである。ベンヤミンは翻訳を原作の似姿を作る 作業ではなく、両言語の背後にある「純粋言語」を垣間見せる働きとした。 「いき」も Freundlichkeit も、置き換えた瞬間に何かが落ちる。落ちるものの 輪郭を測ることでしか近づけない領域があり、そこは暗黙知と地続きである。 朝刊が海外記事を日本語で読み直す営みそのものに関わる概念。,〇
229,未出,,0,cogito,コギト,Cogito,近代哲学,近代哲学,1,デカルト,descartes; kant; phenomenology,『我思うゆえに我あり』,『我思うゆえに我あり』。デカルトが方法的懐疑の極限で 見出した、疑い得ぬ自己の存在の確実性。 近代主観哲学の出発点であり、心身二元論の源泉でもある。,
230,未出,,0,spinoza,スピノザ,Spinoza,近代哲学,近代哲学,3,スピノザ,conatus; deleuze; descartes,『エチカ』を幾何学的方法で書いたオランダのユダヤ系哲学者,『エチカ』を幾何学的方法で書いたオランダのユダヤ系哲学者。 神＝自然の汎神論的一元論、感情の地理学で人間の自由を再定義、 現代の情動論・複雑系まで響き続ける。,
231,未出,,0,descartes,デカルト,Descartes,近代哲学,近代哲学,2,デカルト,phenomenology; kant; spinoza,『方法序説』『省察』で近代哲学を開始したフランスの数…,『方法序説』『省察』で近代哲学を開始したフランスの数学者・ 哲学者。方法的懐疑から『我思うゆえに我あり』を導き、 心身二元論で近代の主体観の枠組みを与えた。,
232,未出,,0,foundation_model,基盤モデル,Foundation Model,AI,AI,2,リシ・ボムマサニ; スタンフォード HAI,transfer_learning; representation_learning; emergent_abilities,大量データで事前学習した汎用モデルを多様な下流タスク…,大量データで事前学習した汎用モデルを多様な下流タスクに 転用する AI 開発のパラダイム。スタンフォードの Bommasani らが命名、GPT・BERT・CLIP などが該当する。,
233,未出,,0,redundancy,冗長性,Redundancy,システム論,システム論,1,クロード・シャノン; チャールズ・ペロー,antifragility; resilience; shannon_information; systems_thinking; complex_systems,同じ機能を複数の経路が担う設計,同じ機能を複数の経路が担う設計。効率の観点では無駄だが、単一障害点を 無くすことで系全体を保つ。情報理論では誤り訂正の余剰として、組織論では 重複した役割や非公式な連絡経路として現れる。効率化がまず削るのが冗長性 であり、削った後に何が起きるかは平時には見えない。,
234,未出,,0,echo_chamber,エコーチェンバー,Echo Chamber,メディア論・社会心理学,メディア論,1,Cass Sunstein; メディア研究者,heuristics; behavioral_economics; mcluhan,同質の意見が反響し合い、異なる視点が遮断される情報環境,同質の意見が反響し合い、異なる視点が遮断される情報環境。 SNS のフィルターバブルと連動し、現代の社会分断・確証 バイアスの増幅装置として注目される。,
235,未出,,0,bourdieu,ブルデュー,Bourdieu,社会学,社会学,3,ピエール・ブルデュー,habitus; marx; foucault,『ディスタンクシオン』『実践感覚』でフランス社会学を…,『ディスタンクシオン』『実践感覚』でフランス社会学を主導した 思想家。ハビトゥス・場・文化資本の三つ組で、構造と主体・ 経済と文化を統合する社会理論を構築した。,
236,未出,,0,mcdonaldization,マクドナルド化,McDonaldization,社会学,社会学,1,ジョージ・リッツァ; マックス・ヴェーバー,knowledge_transfer; tacit_knowledge; intangible_heritage; habitus; bourdieu,効率性・計算可能性・予測可能性・制御という4原理が社…,効率性・計算可能性・予測可能性・制御という 4 原理が社会の広い領域を 覆っていく過程。ヴェーバーの合理化論の現代版として提示された。産業化 された教育が標準化された卒業生を生み、リスク管理を可能にする一方で、 人格的な師弟関係が担っていた責任と相互修正を切り落とす。W14 の 調理学校批判の理論的支柱。,
237,未出,,0,chestertons_fence,チェスタトンの柵,Chesterton's Fence,社会思想,社会思想,1,G・K・チェスタトン,maintenance_studies; resilience; tacit_knowledge; systems_thinking,「野原の真ん中に柵がある,「野原の真ん中に柵がある。なぜあるのか分からないから撤去する、 と言う改革者には、まず戻って理由を調べてこいと言うべきだ」。 制度や慣行を廃止する前に、それが何を防いでいたのかを廃止理由とは 別に確認せよという原則。旧構成の制約が失われたときに何が漏れ出すかを 問う、組織改革の実務原則でもある。,
238,未出,,0,goodharts_law,グッドハートの法則,Goodhart's Law,社会科学方法論,社会科学方法論,1,チャールズ・グッドハート; マリリン・ストラザーン,quantification; gdp; legibility; feedback_loop; nudge,「指標が目標になると、それは良い指標ではなくなる」,「指標が目標になると、それは良い指標ではなくなる」。1975 年、金融政策の 指標が政策目標に採用された途端に機能しなくなった観察から。病院が死亡率を 下げるため重症患者を断り、再入院を 31 日目に回すといった実例が示すのは、 測定が行動を変え、その行動が測定の意味を壊すという再帰構造である。 KPI を組織の健全性指標にすることの罠。,
239,未出,,0,active_listening,アクティブリスニング,Active Listening,人間性心理学,人間性心理学,1,カール・ロジャース,empathic_understanding; servant_leadership; dialogical_self,相手の言葉を判断せず、感情と意味を全身で受け止める傾…,相手の言葉を判断せず、感情と意味を全身で受け止める傾聴技法。 ロジャースが来談者中心療法の中核として体系化、 共感・受容・自己一致を治療関係の三条件とした。,
240,未出,,0,limited_war,限定戦争,Limited War,国際関係論,国際関係論,2,カール・フォン・クラウゼヴィッツ; ロバート・オズグッド; トーマス・シェリング,prisoners_dilemma; ess; tipping_point; resilience,目的・手段・地理・参加者のいずれかを意図的に限定して…,目的・手段・地理・参加者のいずれかを意図的に限定して行われる戦争。 核時代に全面戦争が選択肢から外れた結果、大国間の対立は限定戦争として 常態化する。決着ではなく管理された継続が目標になるため、終わり方の 設計が始め方より難しい。W6 の主軸。,
241,未出,,0,chaitin_constant,チャイティンの定数,Chaitin's Constant,情報理論・アルゴリズム的情報論,情報理論,3,グレゴリー・チャイティン,incompleteness_theorem; falsifiability; abduction,ランダムに生成されたプログラムが停止する確率Ωを表す…,ランダムに生成されたプログラムが停止する確率 Ω を表す、 計算不可能だが定義可能な実数。数学の中の計算不能性と アルゴリズム的情報の限界を示す。,
242,未出,,0,yanagita_kunio,柳田國男,Yanagita Kunio,民俗学,民俗学,2,柳田國男,ethnography; mono_no_aware; minakata_kumagusu,日本民俗学の創始者,日本民俗学の創始者。『遠野物語』『山の人生』で常民・ 口承文芸を発掘、近代化で失われゆく無名の文化を学問の 対象に変えた。日本人の精神史を底辺から照らした。,
243,未出,,0,satoyama,里山,Satoyama,民俗学,民俗学,1,守山弘; 養老孟司,teire; yanagita_kunio; minakata_kumagusu; gaia_hypothesis; resilience,奥山と集落の間に広がる、人の手が入り続けることで維持…,奥山と集落の間に広がる、人の手が入り続けることで維持されてきた環境。 薪炭林や採草地としての利用が、結果として高い生物多様性を生んだ。 放置すれば林床が暗くなり多様性が失われるため、「保護＝手を触れない」 ではないことを示す実例になる。人口減少と高齢化で管理の担い手が 失われつつある。,
244,未出,,0,phenology,生物季節学（フェノロジー）,Phenology,生物学,生物学,1,カール・リンネ; ロバート・マーシャム,gaia_hypothesis; tipping_point; umwelt; coevolution; seasonal_calendar,開花・渡り・落葉といった生物の季節現象と、その年ごと…,開花・渡り・落葉といった生物の季節現象と、その年ごとの時期を扱う学。 数百年の観察記録が気候変動の最も長い証拠系列の一つになっている。 暦が固定されているのに対し、生物の季節は前倒しされ続けており、 種ごとにずれ方が違うため生態系の同期が崩れる。「季節を感じる」ことの 生物学的な裏側。W17 の背景。,
245,未出,,0,network_science,ネットワーク科学,Network Science,複雑系,複雑系,2,アルバート＝ラズロ・バラバシ; ダンカン・ワッツ,complex_systems; emergence; echo_chamber,バラバシ、ワッツらが主導、点と線の集合としてのネット…,バラバシ、ワッツらが主導、点と線の集合としてのネット ワーク構造を解析する学際分野。スケールフリー・スモール ワールドが代表概念。,
246,未出,,0,antifragility,反脆弱性,Antifragility,複雑系,複雑系,1,ナシーム・ニコラス・タレブ,black_swan; resilience; redundancy; complex_systems; ess,衝撃を受けて壊れるのが脆弱、耐えるのが頑健、**より…,衝撃を受けて壊れるのが脆弱、耐えるのが頑健、**より良くなる**のが反脆弱。 タレブは変動やストレスを避けるのではなく、そこから利得を得る構造を 設計せよと説く。予測に頼らずに済む点が要で、黒い白鳥を当てにいくのでは なく、当たらなくても壊れない配置を作る。冗長性・分散・小さく試すことが 実装手段になる。,
247,未出,,0,gadamer,ガダマー,Gadamer,解釈学,解釈学,3,ハンス＝ゲオルク・ガダマー,hermeneutic_dialogue; heidegger; lifeworld,ハイデガーの弟子として『真理と方法』で哲学的解釈学を…,ハイデガーの弟子として『真理と方法』で哲学的解釈学を体系化。 理解は地平の融合として起こる、伝統・偏見は否定的ではなく 理解の前提条件であると示した。,
248,未出,,0,computability,計算可能性,Computability,計算機科学,計算機科学,2,アラン・チューリング; アロンゾ・チャーチ,turing; turing_test; incompleteness_theorem,チューリングとチャーチが独立に定式化した、アルゴリズ…,チューリングとチャーチが独立に定式化した、アルゴリズムで 原理的に解ける問題の集合。コンピューターサイエンスの 理論基盤、停止問題等の根本的限界を含む。,
249,未出,,0,dual_process_theory,デュアルプロセス理論,Dual Process Theory / System 1 & 2,認知心理学,認知心理学,1,ダニエル・カーネマン; キース・スタノヴィッチ,heuristics; metacognition,思考には速くて自動的なシステム1と、遅くて熟考的なシ…,思考には速くて自動的なシステム1と、 遅くて熟考的なシステム2の2系統がある。 日常の判断の多くはシステム1が担う。,
250,未出,,0,prototype_theory,プロトタイプ理論,Prototype Theory,認知言語学・カテゴリー論,認知言語学,1,エレノア・ロッシュ,cognitive_linguistics,カテゴリーには明確な定義ではなく、典型例（プロトタイ…,カテゴリーには明確な定義ではなく、典型例（プロトタイプ） があり、メンバーシップは段階的。 「鳥といえばスズメ、ペンギンは周辺的」。,
251,未出,,0,alignment_problem,アライメント問題,Alignment Problem,AI 安全性,AI 安全性,2,スチュアート・ラッセル,emergent_abilities; foundation_model; responsibility_for_other,強力なAIが人間の価値観・意図と整合的に動作すること…,強力な AI が人間の価値観・意図と整合的に動作することを 保証する難題。ラッセルが体系化、安全な AI 開発の中心 テーマとして 2020 年代に重みを増した。,
252,未出,,0,prisoners_dilemma,囚人のジレンマ,Prisoner's Dilemma,ゲーム理論,ゲーム理論,1,アルバート・W・タッカー,tragedy_of_commons; behavioral_economics; heuristics,協力すれば双方得をするが、裏切れば自分だけ得する状況…,協力すれば双方得をするが、裏切れば自分だけ得する状況で、 合理的選択が双方の損失に終わるゲーム理論の古典。 経済・政治・進化を貫く構造を露わにした。,
253,未出,,0,design_anthropology,デザイン人類学,Design Anthropology,デザイン研究・人類学,デザイン研究,2,ウェンディ・ガン; クリスチャン・マズビョア,ethnography; lifeworld; business_anthropology,デザインプロセスに参与観察やエスノグラフィを持ち込み…,デザインプロセスに参与観察やエスノグラフィを持ち込み、 ユーザーの生活世界からデザインを構想する。 「使われ方」よりも「生きられ方」を起点に据える。,
254,未出,,0,quine,クワイン,Quine,分析哲学,分析哲学,3,クワイン,wittgenstein; language_game; ontology,『経験主義の二つのドグマ』『ことばと対象』で分析哲学…,『経験主義の二つのドグマ』『ことばと対象』で分析哲学の 前提を揺るがしたアメリカの論理学者。経験的全体論・ 翻訳の不確定性で、意味と真理の伝統的観念を解体した。,
255,未出,,0,cybernetics,サイバネティクス,Cybernetics,制御理論・情報論,制御理論,2,ノーバート・ウィーナー,feedback_loop; systems_thinking; bateson,ウィーナーが1948年に体系化、制御とコミュニケーシ…,ウィーナーが 1948 年に体系化、制御とコミュニケーションを 生物と機械に共通の問題として扱う学際領域。AI・認知科学・ 経営の源流となる『関係の科学』。,
256,未出,,0,poetics_mimesis,詩学・模倣,Poetics / Mimesis,古典美学,古典美学,2,アリストテレス,aristotle; plato; idea,アリストテレス『詩学』が打ち立てた、芸術＝自然の模倣…,アリストテレス『詩学』が打ち立てた、芸術＝自然の模倣 （mimesis）論。模倣は単なる写しではなく、可能性の世界を 提示する人間固有の認識活動として再評価された。,
257,未出,,0,gaia_hypothesis,ガイア仮説,Gaia Hypothesis,地球生命科学,地球生命科学,2,ジェームズ・ラブロック,emergence; systems_thinking; autopoiesis,ジェームズ・ラブロックが提唱した、地球全体を一つの自…,ジェームズ・ラブロックが提唱した、地球全体を一つの自己 調節する生命系として捉える仮説。生命と地球環境が相互に 作用し恒常性を維持する—生命圏哲学の原点。,
258,未出,,0,being_in_the_world,世界内存在,Being-in-the-world / In-der-Welt-Sein,実存哲学,実存哲学,3,ハイデガー,phenomenology; embodiment,人間（現存在）は世界から切り離された主観ではなく、す…,人間（現存在）は世界から切り離された主観ではなく、 すでに世界に投げ込まれ、関わりつつ存在している。 主観／客観の二分法を解体する概念。,
259,未出,,0,conatus,コナトゥス,Conatus,形而上学・スピノザ哲学,形而上学,2,スピノザ,predictive_processing; dissipative_structure; anatman,各々の物が自らの存在を維持し続けようとする力,各々の物が自らの存在を維持し続けようとする力。 生命も人間の感情も、すべてこの存在欲動の現れ として一元的に説明される。,
260,未出,,0,knowledge_informatics,知識情報学,Knowledge Informatics,情報学・知識工学,情報学,2,上田完次,ontology; knowledge_management,知識の構造化・流通・活用を情報技術で支える学際領域,知識の構造化・流通・活用を情報技術で支える学際領域。 オントロジー設計、知識グラフ、推論システムを通じて 人間と機械の協働知を実装する。,〇
261,未出,,0,homo_ludens,ホモ・ルーデンス,Homo Ludens,文化論,文化論,2,ヨハン・ホイジンガ,language_game; metacommunication; flow_experience,ホイジンガが『ホモ・ルーデンス』で提示した『遊ぶ人』…,ホイジンガが『ホモ・ルーデンス』で提示した『遊ぶ人』 としての人間観。遊戯は文化に先立つ根源的な活動であり、 法律・戦争・芸術もまた遊戯の構造を持つと示した。,
262,未出,,0,okakura_tenshin,岡倉天心,Okakura Tenshin,東洋美学,東洋美学,2,岡倉天心,yanagi_soetsu; wabi_sabi; mono_no_aware,『茶の本』『東洋の理想』で東洋美学を英語圏に紹介した…,『茶の本』『東洋の理想』で東洋美学を英語圏に紹介した 美術行政家。アジア一元論と日本美術復興を企図、近代日本に おける東洋美学の旗手として東西文化の橋渡しを担った。,
263,未出,,0,levi_strauss,レヴィ＝ストロース,Lévi-Strauss,構造主義人類学,構造主義人類学,3,クロード・レヴィ＝ストロース,wild_knowledge; ethnography; prototype_theory,『悲しき熱帯』『神話論理』で構造主義人類学を打ち立て…,『悲しき熱帯』『神話論理』で構造主義人類学を打ち立てた巨匠。 神話・親族・分類の背後にある無意識の構造を抽出、 20 世紀後半の人文諸学を変えた。,
264,未出,,0,yanagi_soetsu,柳宗悦,Yanagi Sōetsu,民藝・美学,民藝,2,柳宗悦,okakura_tenshin; mono_no_aware; wabi_sabi,『民藝とは何か』で無名の職人の手仕事に美を発見した思想家,『民藝とは何か』で無名の職人の手仕事に美を発見した思想家。 用の美・健全な美を理念に、近代主義的個人主義芸術への 対抗軸として民藝運動を組織した。,
265,未出,,0,milieu_interieur,内的環境,Milieu Intérieur,生理学史・生気論と機械論の交点,生理学史,2,クロード・ベルナール,homeostasis; allostasis; interoception; vitalism,フランスの生理学者クロード・ベルナールが19世紀中葉…,フランスの生理学者クロード・ベルナールが 19 世紀中葉に提示した 概念。多細胞生物の細胞は「外部環境」に直接晒されるのではなく、 体液（血液・リンパ液・組織液）が構成する内部の恒常環境の中で 生きている。この内部環境を安定に保つ働きが、後にキャノンの ホメオスタシス概念、さらに allostasis / interoception へと 継承される系譜の起点となる。第一次世界大戦後の生理学者が 「自己を組織化する有機体」として身体を再構想した思想的枠組み でもあり、Damasio が『Self Comes to Mind』で強調する 「生命は神経系なしに始まった、脳は身体に仕える」という視座の 歴史的根拠。W9 Arikha の interoceptive turn 論考の思想史軸で 要となる概念。,
266,未出,,0,communicative_competence,コミュニケーション能力,Communicative Competence,社会言語学,社会言語学,2,デル・ハイムズ,language_game; multimodal_communication; linguistic_relativity,文法的正しさを超え、状況・関係・目的に応じて適切に言…,文法的正しさを超え、状況・関係・目的に応じて適切に 言語を使う能力。ハイムズがチョムスキーの言語能力概念を 社会的次元に拡張、応用言語学・教育学の基礎となる。,〇
267,未出,,0,sublime,崇高,Sublime,美学,美学,2,エドマンド・バーク; カント,kant; mono_no_aware; qualia,美と区別される、圧倒的なものに直面した畏怖と歓喜の混…,美と区別される、圧倒的なものに直面した畏怖と歓喜の 混じった感情。バークが感性論で分析、カントが理性の優越を 示す経験として哲学化、現代美学の主題として継承される。,
268,未出,,0,occams_razor,オッカムのカミソリ,Occam's Razor,論理学・科学方法論,論理学,1,ウィリアム・オッカム,falsifiability; abduction; paradigm_shift,現象を説明する仮説のうち、必要以上に存在を増やさない…,現象を説明する仮説のうち、必要以上に存在を増やさない 最も単純なものを選ぶべし、という方法論的指針。 科学・哲学・統計学で広く使われる節約原理。,
